0,0.2768,0.0277,0.2567,0.4891,0.7015,0.6871,0.6897,209
epoch,loss,encoder_mse,decoder_mse,bitwise-error,adversarial_bce,discr_cover_bce,discr_encod_bce,duration
1,0.2607,0.0154,0.2492,0.4750,0.7714,0.6519,0.6535,206
2,0.2567,0.0108,0.2483,0.4663,0.8536,0.6225,0.6233,195
3,0.2539,0.0096,0.2463,0.4517,0.9295,0.5965,0.5928,192
4,0.2502,0.0079,0.2436,0.4358,1.0310,0.5511,0.5561,195
5,0.2478,0.0076,0.2415,0.4263,0.9945,0.5839,0.5815,195
6,0.2444,0.0071,0.2384,0.4141,1.0204,0.5720,0.5713,194
7,0.2396,0.0058,0.2347,0.4006,0.8826,0.6407,0.6264,198
8,0.2335,0.0060,0.2285,0.3805,0.8234,0.6467,0.6417,197
9,0.2278,0.0050,0.2234,0.3663,0.8813,0.6093,0.5970,196
10,0.2226,0.0048,0.2182,0.3522,1.0397,0.5380,0.5260,193
11,0.2146,0.0045,0.2103,0.3330,1.1742,0.4880,0.4853,196
12,0.2106,0.0044,0.2060,0.3244,1.4587,0.3890,0.3944,196
13,0.2076,0.0045,0.2027,0.3167,1.7656,0.2967,0.2956,196
14,0.2019,0.0047,0.1968,0.3036,1.8589,0.2845,0.2891,195
15,0.2006,0.0045,0.1955,0.3015,1.9468,0.2746,0.2816,195
16,0.1999,0.0043,0.1946,0.3001,2.2809,0.2273,0.2347,196
17,0.1994,0.0043,0.1942,0.2992,2.1514,0.2657,0.2673,190
18,0.1976,0.0042,0.1925,0.2955,2.1709,0.2586,0.2666,196
19,0.1945,0.0040,0.1895,0.2889,2.1604,0.2776,0.2788,198
20,0.1942,0.0040,0.1891,0.2892,2.2679,0.2440,0.2455,196
21,0.1929,0.0038,0.1877,0.2851,2.4644,0.2158,0.2144,195
22,0.1901,0.0040,0.1848,0.2798,2.5983,0.1944,0.1978,197
23,0.1879,0.0039,0.1827,0.2760,2.4307,0.2373,0.2415,195
24,0.1866,0.0038,0.1814,0.2740,2.5588,0.2027,0.2023,191
25,0.1848,0.0038,0.1795,0.2694,2.6203,0.1964,0.1975,195
26,0.1828,0.0038,0.1774,0.2658,2.7206,0.1852,0.1804,194
27,0.1821,0.0039,0.1764,0.2630,2.9508,0.1562,0.1581,196
28,0.1803,0.0039,0.1746,0.2591,2.9497,0.1565,0.1552,196
29,0.1802,0.0041,0.1743,0.2586,3.0629,0.1576,0.1537,194
30,0.1784,0.0039,0.1727,0.2559,2.9413,0.1697,0.1670,193
31,0.1791,0.0038,0.1733,0.2574,3.0729,0.1498,0.1518,194
32,0.1783,0.0038,0.1726,0.2555,3.0217,0.1487,0.1439,194
33,0.1756,0.0037,0.1699,0.2497,3.0487,0.1484,0.1496,195
34,0.1746,0.0037,0.1689,0.2481,3.0975,0.1583,0.1569,196
35,0.1746,0.0038,0.1688,0.2475,3.1684,0.1380,0.1338,197
36,0.1742,0.0037,0.1686,0.2473,3.0722,0.1608,0.1570,197
37,0.1739,0.0038,0.1682,0.2470,3.0618,0.1547,0.1533,197
38,0.1736,0.0037,0.1680,0.2464,2.9883,0.1654,0.1638,194
39,0.1732,0.0036,0.1678,0.2463,2.8800,0.1826,0.1797,193
40,0.1734,0.0035,0.1680,0.2456,2.9432,0.1907,0.1867,207
41,0.1732,0.0035,0.1678,0.2453,2.9706,0.1668,0.1642,196
42,0.1707,0.0035,0.1652,0.2407,3.0489,0.1599,0.1518,196
43,0.1692,0.0033,0.1639,0.2380,2.9500,0.1689,0.1689,197
44,0.1695,0.0035,0.1640,0.2386,2.9504,0.1625,0.1577,197
45,0.1681,0.0034,0.1631,0.2365,2.7030,0.2100,0.2055,197
46,0.1679,0.0033,0.1629,0.2362,2.7080,0.2004,0.1987,192
47,0.1674,0.0032,0.1625,0.2355,2.6378,0.2138,0.2140,195
48,0.1678,0.0032,0.1628,0.2356,2.7245,0.1930,0.1921,202
49,0.1665,0.0032,0.1617,0.2338,2.6187,0.2206,0.2159,192
